HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE
"DSC-456","UGROUND",0,180,-90,"SET-UP"
"DSC-457","UGROUND",0,165,56.3,"SET-UP"
"DSC-457","UGROUND",5,162.5,56.5,"SGL SHOT"
"DSC-458","UGROUND",0,165,-66,"SET-UP"
"DSC-458","UGROUND",5,166,-64.6,"SGL SHOT"
"DSC-459","UGROUND",0,351,3.5,"SET-UP"
"DSC-459","UGROUND",5,352,2.7,"SGL SHOT"
"DSC-460","UGROUND",0,180,-90,"SET-UP"
"DSC-461","UGROUND",0,165,54.7,"SET-UP"
"DSC-461","UGROUND",5,169.7,54.4,"SGL SHOT"
"DSC-462","UGROUND",0,180,-90,"SET-UP"
"DSC-463","UGROUND",0,344,-56,"SET-UP"
"DSC-463","UGROUND",5,357.2,-56.5,"SGL SHOT"
"DSC-464","UGROUND",0,165,0,"SET-UP"
"DSC-464","UGROUND",5,166.3,0.3,"SGL SHOT"
"DSC-465","UGROUND",0,165,-45,"SET-UP"
"DSC-465","UGROUND",5,168.5,-44,"SGL SHOT"
"DSC-466","UGROUND",0,165,0,"SET-UP"
"DSC-466","UGROUND",5,165.3,-0.8,"SGL SHOT"
"DSC-467","UGROUND",0,165,-45,"SET-UP"
"DSC-467","UGROUND",5,172,-46,"SGL SHOT"
"DSC-468","UGROUND",0,180,-90,"SET-UP"
"DSC-469","UGROUND",0,102,-32,"SET-UP"
"DSC-469","UGROUND",5,117.4,-30.9,"SGL SHOT"
"DSC-470","UGROUND",0,292,-35,"SET-UP"
"DSC-470","UGROUND",5,297,-36.9,"SGL SHOT"
"DSC-471","UGROUND",0,344,-37,"SET-UP"
"DSC-471","UGROUND",5,339.7,-35.8,"SGL SHOT"
"DSC-472","UGROUND",0,6,11,"SET-UP"
"DSC-472","UGROUND",5,8.3,11.1,"SGL SHOT"
"DSC-473","UGROUND",0,186,-25,"SET-UP"
"DSC-473","UGROUND",5,187.9,-24,"SGL SHOT"
"DSC-474","UGROUND",0,6,-43,"SET-UP"
"DSC-474","UGROUND",5,8.7,-43.1,"SGL SHOT"
"DSC-475","UGROUND",0,186,42,"SET-UP"
"DSC-475","UGROUND",5,188.5,41.4,"SGL SHOT"
"DSC-476","UGROUND",0,16,-81,"SET-UP"
"DSC-476","UGROUND",5,16.3,-79.2,"SGL SHOT"
"DSC-477","UGROUND",0,186,-36,"SET-UP"
"DSC-477","UGROUND",5,190.6,-34.7,"SGL SHOT"
"DSC-478","UGROUND",0,14,-34,"SET-UP"
"DSC-478","UGROUND",5,14.1,-34.9,"SGL SHOT"
"DSC-480","UGROUND",0,186,-21,"SET-UP"
"DSC-480","UGROUND",5,193.9,-22,"SGL SHOT"
"DSC-483","UGROUND",0,186,28,"SET-UP"
"DSC-483","UGROUND",5,185,26.4,"SGL SHOT"
"DSC-484","UGROUND",0,6,-52,"SET-UP"
"DSC-484","UGROUND",5,1,-53,"SGL SHOT"
"DSC-485","UGROUND",0,186,-26,"SET-UP"
"DSC-485","UGROUND",5,181.6,-25.2,"SGL SHOT"
"DSC-486","UGROUND",0,180,-90,"SET-UP"
"DSC-487","UGROUND",0,186,25,"SET-UP"
"DSC-487","UGROUND",5,167.3,25.1,"SGL SHOT"
"DSC-488","UGROUND",0,186,-47,"SET-UP"
"DSC-488","UGROUND",5,184.8,-46.8,"SGL SHOT"
"DSC-489","UGROUND",0,180,-90,"SET-UP"
"DSC-490","UGROUND",0,297,-72,"SET-UP"
"DSC-490","UGROUND",4,290.2,-71.2,"SGL SHOT"
"DSC-491","UGROUND",0,117,-64,"SET-UP"
"DSC-491","UGROUND",5,115.7,-62.5,"SGL SHOT"
"DSC-492","UGROUND",0,180,-90,"SET-UP"
"DSC-493","UGROUND",0,50,-41.8,"SET-UP"
"DSC-493","UGROUND",5,49.9,-40.2,"SGL SHOT"
"DSC-494","UGROUND",0,322,-55.7,"SET-UP"
"DSC-494","UGROUND",5,321.5,-55,"SGL SHOT"
"DSC-495","UGROUND",0,294,8.8,"SET-UP"
"DSC-495","UGROUND",10,293.5,7.3,"SGL SHOT"
"DSC-495","UGROUND",30,300.1,6.1,"SGL SHOT"
"DSC-496","UGROUND",0,180,-6.8,"SET-UP"
"DSC-497","UGROUND",0,180,-7,"SET-UP"
"DSC-497","UGROUND",8,188.4,-7.5,"SGL SHOT"
"DSC-498","UGROUND",0,180,-51,"SET-UP"
"DSC-498","UGROUND",7,183.3,-51.5,"SGL SHOT"
"DSC-499","UGROUND",0,180,10.5,"SET-UP"
"DSC-500","UGROUND",0,180,-16.25,"SET-UP"
"DSC-500","UGROUND",3,179.7,-15.5,"SGL SHOT"
"DSC-501","UGROUND",0,180,-10.5,"SET-UP"
"DSC-501","UGROUND",7.5,177.7,-10.2,"SET-UP"
"DSC-502","UGROUND",0,180,-90,"SET-UP"
"DSC-503","UGROUND",0,326,-65,"SET-UP"
"DSC-503","UGROUND",5,323,-64.7,"SGL SHOT"
"DSC-504","UGROUND",0,180,-90,"SET-UP"
"DSC-505","UGROUND",0,317,-53,"SET-UP"
"DSC-505","UGROUND",5,325.5,-52.1,"SGL SHOT"
"DSC-509","UGROUND",0,189,0,"SET-UP"
"DSC-509","UGROUND",5,194.1,-0.1,"SGL SHOT"
"DSC-510","UGROUND",0,193,32,"SET-UP"
"DSC-510","UGROUND",5,185.1,30.1,"SGL SHOT"
"DSC-511","UGROUND",0,189,-45,"SET-UP"
"DSC-511","UGROUND",5,180.1,-45.2,"SGL SHOT"
"DSC-512","UGROUND",0,175,-74,"SET-UP"
"DSC-512","UGROUND",5,171.8,-72.6,"SGL SHOT"
"DSC-513","UGROUND",0,180,-90,"SET-UP"
"DSC-514","UGROUND",0,172,-32,"SET-UP"
"DSC-514","UGROUND",5,172.5,-30.8,"SGL SHOT"
"DSC-515","UGROUND",0,180,-90,"SET-UP"
"DSC-516","UGROUND",0,180,90,"SET-UP"
"DSC-517","UGROUND",0,134.5,47,"SET-UP"
"DSC-518","UGROUND",0,133.4,11,"SET-UP"
"DSC-519","UGROUND",0,90,90,"SET-UP"
"DSC-520","UGROUND",0,153.7,43,"SET-UP"
"DSC-520","UGROUND",5,154,41.3,"SGL SHOT"
"DSC-521","UGROUND",0,151.5,14,"SET-UP"
"DSC-521","UGROUND",3,152.9,11.4,"SGL SHOT"
"DSC-522","UGROUND",0,145.5,-34,"SET-UP"
"DSC-522","UGROUND",3,143.7,-34.2,"SGL SHOT"
"DSC-523","UGROUND",0,90,90,"SET-UP"
"DSC-524","UGROUND",0,158,56,"SET-UP"
"DSC-524","UGROUND",6,156,55,"SGL SHOT"
"DSC-525","UGROUND",0,154,11,"SET-UP"
"DSC-525","UGROUND",5,151.6,10.8,"SGL SHOT"
"DSC-526","UGROUND",0,153.5,-25,"SET-UP"
"DSC-526","UGROUND",6,155,-23.9,"SGL SHOT"
"DSC-533","UGROUND",0,352,3,"SET-UP"
"DSC-533","UGROUND",5,353,3,"SGL SHOT"
"DSC-534","UGROUND",0,355,-12.5,"SET-UP"
"DSC-534","UGROUND",5,0.3,-12.2,"SGL SHOT"
"DSC-538","UGROUND",0,164,-27,"SET-UP"
"DSC-539","UGROUND",0,158,-66,"SET-UP"
"DSC-539","UGROUND",1,163.5,-70.65,"SET-UP"
"DSC-539","UGROUND",6,168.2,-65.2,"SGL SHOT"
"DSC-540","UGROUND",0,45,-90,"SET-UP"
"DSC-541","UGROUND",0,165,-60,"SET-UP"
"DSC-542","UGROUND",0,158,-52.5,"SET-UP"
"DSC-542","UGROUND",6,163.2,-51.9,"SGL SHOT"
"DSC-543","UGROUND",0,142.5,-57,"SET-UP"
"DSC-544","UGROUND",0,45,-90,"SET-UP"
"DSC-545","UGROUND",0,150.4,-79,"SET-UP"
"DSC-545","UGROUND",6,167.6,-78.1,"SGL SHOT"
"DSC-546","UGROUND",0,111,11,"SET-UP"
"DSC-546","UGROUND",5,108.5,10.5,"SGL SHOT"
"DSC-547","UGROUND",0,80,11.5,"SET-UP"
"DSC-547","UGROUND",5,80,-10.8,"SGL SHOT"
"DSC-548","UGROUND",0,78,32.5,"SET-UP"
"DSC-548","UGROUND",5,73.4,33.8,"SGL SHOT"
"DSC-549","UGROUND",0,323,12,"SET-UP"
"DSC-549","UGROUND",3,324.3,11,"SGL SHOT"
"DSC-550","UGROUND",0,334,2,"SET-UP"
"DSC-550","UGROUND",6,332.8,1.4,"SGL SHOT"
"DSC-551","UGROUND",0,333,2,"SET-UP"
"DSC-551","UGROUND",6,334.8,4.4,"SGL SHOT"
"DSC-552","UGROUND",0,336,42,"SET-UP"
"DSC-552","UGROUND",3,333.6,40.9,"SGL SHOT"
"DSC-553","UGROUND",0,320,2,"SET-UP"
"DSC-553","UGROUND",3,323.2,2.2,"SGL SHOT"
"DSC-554","UGROUND",0,322,50,"SET-UP"
"DSC-554","UGROUND",3,322.6,50.3,"SGL SHOT"
"DSC-555","UGROUND",0,330,50,"SET-UP"
"DSC-555","UGROUND",5,332.9,48.8,"SGL SHOT"
"DSC-556","UGROUND",0,180,90,"SET-UP"
"DSC-557","UGROUND",0,330,50,"SET-UP"
"DSC-557","UGROUND",5,328.2,47.3,"SGL SHOT"
"DSC-558","UGROUND",0,180,90,"SET-UP"
"DSC-559","UGROUND",0,150,5,"SET-UP"
"DSC-559","UGROUND",5,149.3,4.1,"SGL SHOT"
"DSC-560","UGROUND",0,330,50,"SET-UP"
"DSC-560","UGROUND",5,331.3,49.1,"SGL SHOT"
"DSC-561","UGROUND",0,180,90,"SET-UP"
"DSC-562","UGROUND",0,150,5,"SET-UP"
"DSC-562","UGROUND",5,148.9,5.1,"SGL SHOT"
"DSC-563","UGROUND",0,330,50,"SET-UP"
"DSC-563","UGROUND",5,327,48.8,"SGL SHOT"
"DSC-564","UGROUND",0,150,3,"SET-UP"
"DSC-564","UGROUND",5,150.8,3.5,"SGL SHOT"
"DSC-565","UGROUND",0,176.4,55.22,"SET-UP"
"DSC-566","UGROUND",0,175.3,41.9,"SET-UP"
"DSC-567","UGROUND",0,183.95,60.99,"SET-UP"
"DSC-568","UGROUND",0,187.35,47.96,"SET-UP"
"DSC-569","UGROUND",0,185.1,35.16,"SET-UP"
"DSC-570","UGROUND",0,183.6,56.17,"SET-UP"
"DSC-571","UGROUND",0,182.5,35.92,"SET-UP"
"DSC-572","UGROUND",0,183.6,33.36,"SET-UP"
"DSC-576","UGROUND",0,0.5,31.78,"SET-UP"
"DSC-577","UGROUND",0,180.4,24.17,"SET-UP"
"DSC-578","UGROUND",0,182.2,-14.81,"SET-UP"
"DSC-579","UGROUND",0,166.6,31.22,"SET-UP"
"DSC-580","UGROUND",0,180,-90,"SET-UP"
"DSC-581","UGROUND",0,180,-90,"SET-UP"
"DSC-582","UGROUND",0,180,-90,"SET-UP"
"DSC-583","UGROUND",0,180,-90,"SET-UP"
"DSC-584","UGROUND",0,172.8,1.38,"SET-UP"
"DSC-585","UGROUND",0,180,-90,"SET-UP"
"DSC-586","UGROUND",0,180,-90,"SET-UP"
"DSC-587","UGROUND",0,178.6,-37.32,"SET-UP"
"DSC-589","UGROUND",0,170,24.4,"SET-UP"
"DSC-590","UGROUND",0,158,-20,"SET-UP"
"DSC-591","UGROUND",0,158,-23,"SET-UP"
"DSC-591","UGROUND",4,156.1,-22.9,"SGL SHOT"
"DSC-592","UGROUND",0,155.7,-29.2,"SET-UP"
"DSC-592","UGROUND",5,155.8,-30.5,"SGL SHOT"
"DSC-593","UGROUND",0,159,-3,"SET-UP"
"DSC-593","UGROUND",10,162.1,-3.2,"SGL SHOT"
"DSC-593","UGROUND",30,163.3,-3.9,"SGL SHOT"
"DSC-595","UGROUND",0,345,45,"SET-UP"
"DSC-595","UGROUND",5,348.8,44.8,"SGL SHOT"
"DSC-595","UGROUND",20,350.5,43.6,"SGL SHOT"
"DSC-596","UGROUND",0,155.5,-14.25,"SET-UP"
"DSC-596","UGROUND",5,156,-14,"SGL SHOT"
"DSC-596","UGROUND",20,159.6,-13.8,"SGL SHOT"
"DSC-597","UGROUND",0,201,-14,"SET-UP"
"DSC-597","UGROUND",7,199.2,-13.9,"SGL SHOT"
"DSC-598","UGROUND",0,180,-90,"SET-UP"
"DSC-599","UGROUND",0,200,-30,"SET-UP"
"DSC-599","UGROUND",5,198.6,-29.1,"SGL SHOT"
"DSC-600","UGROUND",0,199,-49,"SET-UP"
"DSC-600","UGROUND",5,199,-47.8,"SGL SHOT"
"DSC-601","UGROUND",0,174.7,0.5,"SET-UP"
"DSC-602","UGROUND",0,160.6,-30.32,"SET-UP"
"DSC-603","UGROUND",0,175.5,-1,"SET-UP"
"DSC-604","UGROUND",0,170.2,0.3,"SET-UP"
"DSC-605","UGROUND",0,173.2,34.6,"SET-UP"
"DSC-606","UGROUND",0,349.8,27.2,"SET-UP"
"DSC-606","UGROUND",5,345.3,28.7,"SGL SHOT"
"DSC-607","UGROUND",0,352,1.3,"SET-UP"
"DSC-608","UGROUND",0,353,22.9,"SET-UP"
"DSC-608","UGROUND",5,346.5,21.5,"SGL SHOT"
"DSC-609","UGROUND",0,88,26,"SET-UP"
"DSC-609","UGROUND",10,92,24.9,"SGL SHOT"
"DSC-610","UGROUND",0,177.5,31.45,"SET-UP"
"DSC-611","UGROUND",0,165.6,30.5,"SET-UP"
"DSC-612","UGROUND",0,174.6,30,"SET-UP"
"DSC-613","UGROUND",0,240,-15,"SET-UP"
"DSC-613","UGROUND",5,234.3,-15.1,"SGL SHOT"
"DSC-613","UGROUND",20,233,-15.5,"SGL SHOT"
"DSC-614","UGROUND",0,240,-30,"SET-UP"
"DSC-614","UGROUND",5,235.1,-30.1,"SGL SHOT"
"DSC-614","UGROUND",24,233.8,-29.8,"SGL SHOT"
"DSC-616","UGROUND",0,160,5,"SET-UP"
"DSC-616","UGROUND",5,162.8,5.4,"SGL SHOT"
"DSC-616","UGROUND",20,164.3,5.1,"SGL SHOT"
"DSC-617","UGROUND",0,159,-0.5,"SET-UP"
"DSC-617","UGROUND",15,159,-0.8,"SGL SHOT"
"DSC-617","UGROUND",30,158.6,-0.8,"SGL SHOT"
"DSC-617","UGROUND",45,158.8,-0.8,"SGL SHOT"
"DSC-617","UGROUND",50,158,-1,"SGL SHOT"
"DSC-617","UGROUND",66,158,-1,"SGL SHOT"
"DSC-617","UGROUND",88,161,-1.5,"SGL SHOT"
"DSP-011","UGROUND",0,85.95,14.35,"SET-UP"
"DSP-012","UGROUND",0,91.43,9.92,"SET-UP"
"DSP-013","UGROUND",0,92.23,-1.48,"SET-UP"
"DSP-025","UGROUND",0,196.37,2.345,"SET-UP"
"DSP-026","UGROUND",0,94.51,-50.6,"SET-UP"
"DWC-001","UGROUND",0,180,-90,"SET-UP"
"DWC-002","UGROUND",0,220,-25,"SET-UP"
"DWC-002","UGROUND",5,221.6,-25,"SGL SHOT"
"DWC-003","UGROUND",0,284,-32,"SET-UP"
"DWC-003","UGROUND",5,284.3,-30.7,"SGL SHOT"
"DWC-004","UGROUND",0,280,-5,"SET-UP"
"DWC-004","UGROUND",5,281.8,-6.8,"SGL SHOT"
"DWC-004","UGROUND",25,284.9,-7.5,"SGL SHOT"
"DWC-005","UGROUND",0,290,-17,"SET-UP"
"DWC-005","UGROUND",10,296.5,-17.9,"SGL SHOT"
"DWC-006","UGROUND",0,345,-28,"SET-UP"
"DWC-006","UGROUND",10,346.7,-28.3,"SGL SHOT"
"DWC-007","UGROUND",0,15,-33,"SET-UP"
"DWC-007","UGROUND",20,19.4,-32.8,"SGL SHOT"
"DWC-008","UGROUND",0,200,-25,"SET-UP"
"DWC-008","UGROUND",5,200,-24.5,"SGL SHOT"
"DWC-009","UGROUND",0,150,4,"SET-UP"
"DWC-009","UGROUND",10,153.1,5.4,"SGL SHOT"
"DWC-009","UGROUND",25,152.1,5.1,"SGL SHOT"
"DWC-010","UGROUND",0,197,6,"SET-UP"
"DWC-010","UGROUND",10,200.6,5.5,"SGL SHOT"
"DWC-010","UGROUND",30,200.2,4.9,"SGL SHOT"
"DWC-011","UGROUND",0,220,-41,"SET-UP"
"DWC-011","UGROUND",5,211.1,-41.7,"SGL SHOT"
"DWC-012","UGROUND",0,312,-43,"SET-UP"
"DWC-012","UGROUND",5,318.5,-41.5,"SGL SHOT"
"DWC-013","UGROUND",0,150,20,"SET-UP"
"DWC-013","UGROUND",5,155.7,21.4,"SGL SHOT"
"DWC-014","UGROUND",0,197,20,"SET-UP"
"DWC-014","UGROUND",5,203,18.9,"SGL SHOT"
"DWC-015","UGROUND",0,135,5,"SET-UP"
"DWC-015","UGROUND",3,132.4,5.6,"SGL SHOT"
"DWC-016","UGROUND",0,179,-40,"SET-UP"
"DWC-016","UGROUND",3,173.8,-37.7,"SGL SHOT"
"DWC-017","UGROUND",0,251,-52,"SET-UP"
"DWC-017","UGROUND",3,256.9,-49.8,"SGL SHOT"
"DWC-018","UGROUND",0,336,-41,"SET-UP"
"DWC-018","UGROUND",3,340.7,-41,"SGL SHOT"
"DWC-019","UGROUND",0,273,-26,"SET-UP"
"DWC-019","UGROUND",5,281.4,-25.4,"SGL SHOT"
"DWC-020","UGROUND",0,180,-90,"SET-UP"
"DWC-021","UGROUND",0,93,0,"SET-UP"
"DWC-021","UGROUND",10,97.1,0.4,"SGL SHOT"
"DWC-022","UGROUND",0,185,-28,"SET-UP"
"DWC-022","UGROUND",10,183.7,-27.7,"SGL SHOT"
"DWC-023","UGROUND",0,185,-75,"SET-UP"
"DWC-023","UGROUND",5,184.8,-72.7,"SGL SHOT"
"DWC-024","UGROUND",0,291,0,"SET-UP"
"DWC-024","UGROUND",5,294.2,-0.8,"SGL SHOT"
"DWC-024","UGROUND",30,294.5,-1.6,"SGL SHOT"
"DWC-024","UGROUND",55,295.4,-2,"SGL SHOT"
"DWC-025","UGROUND",0,360,2,"SET-UP"
"DWC-025","UGROUND",10,2.8,2.4,"SGL SHOT"
"DWC-025","UGROUND",40,3.1,1.9,"SGL SHOT"
"DWC-025","UGROUND",70,3.3,1.9,"SGL SHOT"
"DWC-025","UGROUND",95,4.9,1.7,"SGL SHOT"
"DWC-026","UGROUND",0,180,-90,"SET-UP"
"DWC-027","UGROUND",0,180,-90,"SET-UP"
"DWC-028","UGROUND",0,180,-90,"SET-UP"
"DWC-029","UGROUND",0,277,-26,"SET-UP"
"DWC-029","UGROUND",5,276.2,-27.1,"SGL SHOT"
"DWC-030","UGROUND",0,263.5,-23,"SET-UP"
"DWC-030","UGROUND",5,259.6,-24.2,"SGL SHOT"
"DWC-030","UGROUND",30,260.6,-24.3,"SGL SHOT"
"DWC-031","UGROUND",0,263.5,-58,"SET-UP"
"DWC-031","UGROUND",5,263.4,-56.6,"SGL SHOT"
"MEC-001","UGROUND",0,0,-90,"SET-UP"
"MEC-002","UGROUND",0,0,-90,"SET-UP"
"MEC-003","UGROUND",0,280,60,"SET-UP"
"MEC-004","UGROUND",0,0,-90,"SET-UP"
"MEC-005","UGROUND",0,272,17,"SET-UP"
"MEC-006","UGROUND",0,0,-90,"SET-UP"
"MEC-007","UGROUND",0,0,-90,"SET-UP"
"MEC-008","UGROUND",0,0,-90,"SET-UP"
"MEC-009","UGROUND",0,0,-90,"SET-UP"
"MEC-010","UGROUND",0,0,-90,"SET-UP"
"MEC-011","UGROUND",0,0,-90,"SET-UP"
"MEC-012","UGROUND",0,0,-90,"SET-UP"
"MEC-013","UGROUND",15,276.87,-17.4,"UNKNOWN"
"MEC-013","UGROUND",30,276.47,-17.9,"UNKNOWN"
"MEC-013","UGROUND",45,276.17,-18.7,"UNKNOWN"
"MEC-014","UGROUND",15,273.37,16.6,"UNKNOWN"
"MEC-014","UGROUND",60,275.37,15.3,"UNKNOWN"
"MEC-015","UGROUND",0,0,-90,"SET-UP"
"MEC-016","UGROUND",0,0,-90,"SET-UP"
"MEC-017","UGROUND",0,0,-90,"SET-UP"
"MEC-018","UGROUND",0,0,-90,"SET-UP"
"MEC-019","UGROUND",0,0,-90,"SET-UP"
"MEC-020","UGROUND",30,218.27,7.3,"UNKNOWN"
"MEC-020","UGROUND",60,218.67,6.1,"UNKNOWN"
"MEC-020","UGROUND",90,218.87,5.8,"UNKNOWN"
"MEC-020","UGROUND",120,220.87,5.6,"UNKNOWN"
"MEC-021","UGROUND",30,247.07,-0.1,"UNKNOWN"
"MEC-021","UGROUND",66,247.47,-0.4,"UNKNOWN"
"MEC-022","UGROUND",5,267.87,-0.3,"UNKNOWN"
"MEC-022","UGROUND",20,268.17,-0.5,"UNKNOWN"
"MEC-022","UGROUND",45,268.57,-0.9,"UNKNOWN"
"MEC-022","UGROUND",75,268.87,-1.4,"UNKNOWN"
"MEC-023","UGROUND",24,276.87,11.2,"UNKNOWN"
"MEC-024","UGROUND",28,244.47,2.4,"UNKNOWN"
"MEC-025","UGROUND",15,282.97,29.3,"UNKNOWN"
"MEC-026","UGROUND",30,238.97,2.8,"UNKNOWN"
"MEC-026","UGROUND",66,239.67,2.3,"UNKNOWN"
"MEC-026","UGROUND",96,240.47,1.5,"UNKNOWN"
"MEC-027","UGROUND",20,201.17,-5.9,"UNKNOWN"
"MEC-029","UGROUND",0,0,-90,"SET-UP"
"MEC-030","UGROUND",0,0,-90,"SET-UP"
"MEC-031","UGROUND",0,0,-90,"SET-UP"
"MEC-032","UGROUND",0,0,-90,"SET-UP"
"MEC-033","UGROUND",0,0,-90,"SET-UP"
"MEC-034","UGROUND",25,222.37,4.8,"UNKNOWN"
"MEC-034","UGROUND",40,222.57,4.9,"UNKNOWN"
"MEC-034","UGROUND",55,222.97,5,"UNKNOWN"
"MEC-034","UGROUND",70,223.17,5.1,"UNKNOWN"
"MEC-034","UGROUND",85,223.17,4.9,"UNKNOWN"
"MEC-034","UGROUND",100,223.17,4.7,"UNKNOWN"
"MEC-035","UGROUND",20,303.87,-40.5,"UNKNOWN"
"MEC-035","UGROUND",38,304.17,-40.9,"UNKNOWN"
"MEC-036","UGROUND",25,305.07,-11,"UNKNOWN"
"MEC-036","UGROUND",52,305.27,-11.3,"UNKNOWN"
"MEC-037","UGROUND",20,126.37,-20.2,"UNKNOWN"
"MEC-037","UGROUND",40,126.67,-20.6,"UNKNOWN"
"MEC-038","UGROUND",15,282.07,5.3,"UNKNOWN"
"MEC-038","UGROUND",30,282.37,5.9,"UNKNOWN"
"MEC-039","UGROUND",15,258.87,4.5,"UNKNOWN"
"MEC-039","UGROUND",30,259.17,3.9,"UNKNOWN"
"MEC-040","UGROUND",25,272.67,-1.4,"UNKNOWN"
"MEC-040","UGROUND",40,273.87,-1.6,"UNKNOWN"
"MEC-040","UGROUND",55,274.17,-1.9,"UNKNOWN"
"MEC-040","UGROUND",70,277.97,-2.2,"UNKNOWN"
"MEC-041","UGROUND",35,306.05,7.5,"UNKNOWN"
"MEC-042","UGROUND",0,0,-90,"SET-UP"
"MEC-043","UGROUND",0,0,-90,"SET-UP"
"MEC-044","UGROUND",0,0,-90,"SET-UP"
"MEC-045","UGROUND",0,0,-90,"SET-UP"
"MEC-046","UGROUND",0,0,-90,"SET-UP"
"MEC-047","UGROUND",0,0,-90,"SET-UP"
"MEC-048","UGROUND",0,0,-90,"SET-UP"
"MEC-049","UGROUND",0,0,-90,"SET-UP"
"MEC-050","UGROUND",0,0,-90,"SET-UP"
"MEC-051","UGROUND",0,0,-90,"SET-UP"
"MEC-052","UGROUND",0,0,-90,"SET-UP"
"MEC-053","UGROUND",0,0,-90,"SET-UP"
"MEC-054","UGROUND",0,0,-90,"SET-UP"
"MEC-055","UGROUND",0,0,-90,"SET-UP"
"MEC-056","UGROUND",0,0,-90,"SET-UP"
"MEC-057","UGROUND",0,0,-90,"SET-UP"
"MEC-058","UGROUND",0,0,-90,"SET-UP"
"MEC-059","UGROUND",0,0,-90,"SET-UP"
"MEC-060","UGROUND",0,0,-90,"SET-UP"
"MEC-061","UGROUND",0,0,-90,"SET-UP"
"MEC-062","UGROUND",0,0,-90,"SET-UP"
"MEC-063","UGROUND",0,0,-90,"SET-UP"
"MEC-064","UGROUND",0,0,-90,"SET-UP"
"MEC-065","UGROUND",0,0,-90,"SET-UP"
"MEC-066","UGROUND",0,0,-90,"SET-UP"
"MEC-067","UGROUND",0,0,-90,"SET-UP"
"MEC-068","UGROUND",0,0,-90,"SET-UP"
"MEC-069","UGROUND",0,0,-34,"SET-UP"
"MEC-070","UGROUND",0,0,-90,"SET-UP"
"MEC-071","UGROUND",0,0,-40,"SET-UP"
"MEC-072","UGROUND",0,236,-45,"SET-UP"
"MEC-073","UGROUND",0,0,90,"SET-UP"
"MEC-074","UGROUND",0,0,90,"SET-UP"
"MEC-075","UGROUND",0,0,90,"SET-UP"
"MEC-076","UGROUND",0,0,90,"SET-UP"
"MEC-077","UGROUND",0,0,90,"SET-UP"
"MEC-078","UGROUND",0,0,90,"SET-UP"
"MEC-079","UGROUND",0,0,90,"SET-UP"
"MEC-080","UGROUND",0,0,90,"SET-UP"
"MEC-081","UGROUND",0,0,90,"SET-UP"
"MEC-082","UGROUND",0,0,90,"SET-UP"
"MEC-083","UGROUND",0,0,90,"SET-UP"
"MEC-084","UGROUND",0,0,90,"SET-UP"
"MEC-085","UGROUND",0,0,90,"SET-UP"
"MEC-086","UGROUND",0,0,90,"SET-UP"
"MEC-087","UGROUND",0,0,90,"SET-UP"
"MEC-088","UGROUND",0,0,90,"SET-UP"
"MEC-089","UGROUND",0,0,90,"SET-UP"
"MEC-090","UGROUND",0,0,90,"SET-UP"
"MEC-091","UGROUND",0,0,90,"SET-UP"
"MEC-092","UGROUND",0,0,-90,"SET-UP"
"MEC-093","UGROUND",0,286,-50,"SET-UP"
"MEC-094","UGROUND",0,0,-90,"SET-UP"
"MEC-095","UGROUND",0,287,-50,"SET-UP"
"MEC-096","UGROUND",0,0,-90,"SET-UP"
"MEC-097","UGROUND",0,285,-50,"SET-UP"
"MEC-098","UGROUND",0,0,90,"SET-UP"
"MEC-099","UGROUND",0,0,90,"SET-UP"
"MEC-100","UGROUND",0,0,90,"SET-UP"
"MEC-101","UGROUND",0,0,90,"SET-UP"
"MEC-102","UGROUND",0,180,45,"SET-UP"
"MEC-103","UGROUND",0,180,45,"SET-UP"
"MEC-104","UGROUND",0,0,90,"SET-UP"
"MEC-105","UGROUND",0,70,-33,"SET-UP"
"MEC-105","UGROUND",5,63.2567,-31.2,"SGL SHOT"
"MEC-105","UGROUND",30,70.9567,-32.8,"SGL SHOT"
"MEC-106","UGROUND",0,70,-13,"SET-UP"
"MEC-106","UGROUND",5,68.5567,-12.2,"SGL SHOT"
"MEC-106","UGROUND",36,71.4567,-13.7,"SGL SHOT"
"MEC-107","UGROUND",0,70,20,"SET-UP"
"MEC-107","UGROUND",5,74.2567,20.5,"SGL SHOT"
"MEC-107","UGROUND",23,76.2567,21.6,"SGL SHOT"
"MEC-108","UGROUND",0,34,-20,"SET-UP"
"MEC-108","UGROUND",5,38.36,-20.8,"SGL SHOT"
"MEC-108","UGROUND",22,38.54,-20.3,"SGL SHOT"
"MEC-109","UGROUND",0,34,16,"SET-UP"
"MEC-109","UGROUND",5,40.06,15.4,"SGL SHOT"
"MEC-109","UGROUND",35,40.06,15.6,"SGL SHOT"
"MEC-110","UGROUND",0,335,-22,"SET-UP"
"MEC-110","UGROUND",5,352.4,-22.9,"SGL SHOT"
"MEC-110","UGROUND",30,352.8,-22.6,"SGL SHOT"
"MEC-111","UGROUND",0,335,6,"SET-UP"
"MEC-111","UGROUND",10,332.6567,5.1,"SGL SHOT"
"MEC-111","UGROUND",55,331.7567,3.8,"SGL SHOT"
"MEC-112","UGROUND",0,0,-90,"SET-UP"
"MEC-113","UGROUND",0,0,-90,"SET-UP"
"MEC-114","UGROUND",0,0,-90,"SET-UP"
"MEC-115","UGROUND",0,0,-90,"SET-UP"
